timestamp,temp_c,brightness_pct
2000-01-01 00:05:53,19.33,24
2000-01-01 00:05:55,18.53,24
2000-01-01 00:05:57,18.77,24
2000-01-01 00:05:59,19.25,24
2000-01-01 00:06:01,19.80,24
2000-01-01 00:06:03,18.61,24
2000-01-01 00:06:05,18.28,24
2000-01-01 00:06:07,18.93,24
2000-01-01 00:06:09,18.61,24
2000-01-01 00:06:12,18.69,24
2000-01-01 00:06:14,18.93,24
2000-01-01 00:06:16,18.44,0
2000-01-01 00:06:18,18.44,0
2000-01-01 00:06:20,18.77,0
2000-01-01 00:06:22,18.53,0
